STORE_ID,BUSINESS_DATE,YEAR,MONTH,DAYOFWEEK,DAY_PART,Sales_Amount,TICKET_NUM,HOP_OUT_TIME,AVE_SALE_PER_ORDER,AVE_SALE_PER_SERVICE_MINUTE
4818,2015-06-03,2015,6,03-Wednesday,05-Late Night Snack,680.7100000000003,79,3.5687034574468095,8.629245345744682,2.418695424510881
4818,2015-06-04,2015,6,04-Thursday,05-Late Night Snack,943.23,125,3.4258841940532077,7.676498435054772,2.2400482197051983
4818,2015-06-05,2015,6,05-Friday,05-Late Night Snack,1376.5699999999997,140,3.640399090157156,9.79017162944582,2.7145216940756836
4818,2015-06-06,2015,6,06-Saturday,05-Late Night Snack,1287.2600000000002,148,5.548108108108108,8.697702702702705,1.5865924660967672
4818,2015-06-07,2015,6,07-Sunday,05-Late Night Snack,711.3200000000002,97,3.9462880184331794,7.441557603686638,1.8877981596069469
4818,2015-06-08,2015,6,01-Monday,05-Late Night Snack,1070.2800000000002,130,10.008679875865361,8.235211267605635,0.988575997717541
4818,2015-06-09,2015,6,02-Tuesday,05-Late Night Snack,884.4099999999999,104,3.914528301886793,8.505162782093969,2.175434427122741
4818,2015-06-10,2015,6,03-Wednesday,05-Late Night Snack,901.06,122,3.4324172719935433,7.36666935700834,2.147053498211567
4818,2015-06-11,2015,6,04-Thursday,05-Late Night Snack,707.75,84,3.3700256410256406,8.45351282051282,2.5347044341682814
4818,2015-06-12,2015,6,05-Friday,05-Late Night Snack,1440.3600000000001,170,3.7975138888888886,8.422138888888888,2.212108307170444
4818,2015-06-13,2015,6,06-Saturday,05-Late Night Snack,1115.2400000000002,117,4.203749999999999,9.591580188679247,2.302343554755166
4818,2015-06-14,2015,6,07-Sunday,05-Late Night Snack,1041.5100000000002,132,3.1617583955223885,6.889825093283583,2.1413161405531795
4818,2015-06-15,2015,6,01-Monday,05-Late Night Snack,785.4599999999999,105,3.671058673469388,7.398864795918366,2.0150884868718997
4818,2015-06-16,2015,6,02-Tuesday,05-Late Night Snack,1013.1200000000001,119,4.4634715099715105,8.522129629629632,1.9092922085055826
4818,2015-06-17,2015,6,03-Wednesday,05-Late Night Snack,1172.9999999999998,154,4.260330284552846,7.600143970189702,1.7979721126839434
4818,2015-06-18,2015,6,04-Thursday,05-Late Night Snack,1090.08,133,4.926336499321575,8.18972523744912,1.6613820891531557
4818,2015-06-19,2015,6,05-Friday,05-Late Night Snack,1862.12,227,4.7573594488188995,8.120739763779527,1.7081755188248857
4818,2015-06-20,2015,6,06-Saturday,05-Late Night Snack,1806.750000000001,172,6.793420753375976,10.3376894100924,1.5207068137050124
4818,2015-06-21,2015,6,07-Sunday,05-Late Night Snack,1191.1699999999998,147,4.711271312083025,8.113340437361007,1.7628547810258297
4818,2015-06-22,2015,6,01-Monday,05-Late Night Snack,1105.21,141,5.0353661971831,7.840287726358147,1.5714995597169363
4818,2015-06-23,2015,6,02-Tuesday,05-Late Night Snack,1066.1700000000003,134,3.144896953405019,7.954193548387099,2.5326567172554126
4818,2015-06-24,2015,6,03-Wednesday,05-Late Night Snack,1148.7499999999998,143,3.252994893951296,8.061226433621368,2.494191766345941
4818,2015-06-25,2015,6,04-Thursday,05-Late Night Snack,1249.1,146,3.8730821917808216,8.555479452054795,2.1968592510603564
4818,2015-06-26,2015,6,05-Friday,05-Late Night Snack,1854.0900000000006,198,3.18750102543068,9.354259639048403,2.9769433639285214
4818,2015-06-27,2015,6,06-Saturday,05-Late Night Snack,1512.29,165,3.3754106029106032,9.132828927828928,2.7655239858118086
4818,2015-06-28,2015,6,07-Sunday,05-Late Night Snack,1163.7200000000003,137,3.212255863539445,8.50811087420043,2.6701664561821055
4818,2015-06-29,2015,6,01-Monday,05-Late Night Snack,1113.3200000000002,139,3.6128676162547126,7.883299120234604,2.2060580209601053
4818,2015-06-30,2015,6,02-Tuesday,05-Late Night Snack,1294.3600000000001,150,3.7700231275573737,8.646020281088775,2.290477692649403
4818,2015-07-01,2015,7,03-Wednesday,05-Late Night Snack,1316.3200000000002,176,3.521313444401395,7.47494382022472,2.165210889592249
4818,2015-07-02,2015,7,04-Thursday,05-Late Night Snack,1240.0200000000004,151,4.334859599859602,8.220200070200073,1.9184348826070368
4818,2015-07-03,2015,7,05-Friday,05-Late Night Snack,1748.0599999999997,188,3.424910501869264,9.28414297043163,2.7101703702276927
4818,2015-07-04,2015,7,06-Saturday,05-Late Night Snack,1764.9999999999995,184,3.694222599830076,9.536254399805799,2.6236071027877284
4818,2015-07-05,2015,7,07-Sunday,05-Late Night Snack,835.87,113,3.725340125391849,7.376700626959247,1.9959456151027068
4818,2015-07-06,2015,7,01-Monday,05-Late Night Snack,935.1200000000003,99,3.296230516817064,9.472157506152586,2.9104477552812025
4818,2015-07-07,2015,7,02-Tuesday,05-Late Night Snack,967.9400000000002,123,3.8505238726790436,7.885791777188329,2.0476183713413487
4818,2015-07-08,2015,7,03-Wednesday,05-Late Night Snack,741.0900000000001,97,3.741410912190963,7.672291133844844,2.057314653672614
4818,2015-07-09,2015,7,04-Thursday,05-Late Night Snack,1324.3899999999999,163,3.979472171808833,8.167692075015125,2.051793537935112
4818,2015-07-10,2015,7,05-Friday,05-Late Night Snack,1525.8400000000001,180,3.5106335380373475,8.47094122070435,2.425925140698876
4818,2015-07-11,2015,7,06-Saturday,05-Late Night Snack,1304.3899999999996,160,3.90900409384349,8.25564871673752,2.116076523372495
4818,2015-07-12,2015,7,07-Sunday,05-Late Night Snack,1206.0,146,2.6332880844645556,8.29863310708899,3.1483384089267084
