STORE_ID,BUSINESS_DATE,YEAR,MONTH,DAYOFWEEK,DAY_PART,Sales_Amount,TICKET_NUM,HOP_OUT_TIME,AVE_SALE_PER_ORDER,AVE_SALE_PER_SERVICE_MINUTE
4818,2015-06-03,2015,6,03-Wednesday,03-Snack,859.6399999999999,128,2.9418705738705735,6.707555555555555,2.2803496904116582
4818,2015-06-04,2015,6,04-Thursday,03-Snack,913.6000000000004,140,2.637448374565529,6.559355959926397,2.4999935659459807
4818,2015-06-05,2015,6,05-Friday,03-Snack,675.29,96,2.500313817330211,7.528091334894615,2.9664912117490037
4818,2015-06-06,2015,6,06-Saturday,03-Snack,882.4499999999999,134,4.150782618459466,6.509046710083091,1.5625055385691158
4818,2015-06-07,2015,6,07-Sunday,03-Snack,1186.2500000000005,167,2.421023913043479,7.099995652173916,2.945543703108544
4818,2015-06-08,2015,6,01-Monday,03-Snack,842.3200000000002,140,4.642047356603388,6.013627270871607,1.2983513096300916
4818,2015-06-09,2015,6,02-Tuesday,03-Snack,693.1399999999999,118,3.3040000000000003,6.2382252663622495,1.9223318043094038
4818,2015-06-10,2015,6,03-Wednesday,03-Snack,830.6400000000002,121,3.196242424242423,6.922757575757577,2.1614089709002924
4818,2015-06-11,2015,6,04-Thursday,03-Snack,603.94,92,2.879560196560197,6.583941031941032,2.29378662100629
4818,2015-06-12,2015,6,05-Friday,03-Snack,796.2800000000002,130,2.7352192982456134,6.133774366471736,2.253572890058611
4818,2015-06-13,2015,6,06-Saturday,03-Snack,1137.6899999999998,165,3.7275682231655543,6.839768041237114,1.8350256625994201
4818,2015-06-14,2015,6,07-Sunday,03-Snack,1398.7099999999998,189,3.28932491186839,7.650693889541715,2.3666367668106236
4818,2015-06-15,2015,6,01-Monday,03-Snack,436.46000000000004,84,3.747013888888889,4.873368055555557,1.3770365297154603
4818,2015-06-16,2015,6,02-Tuesday,03-Snack,642.46,108,4.118904761904762,5.960317460317462,1.5231920417228348
4818,2015-06-17,2015,6,03-Wednesday,03-Snack,1002.28,164,2.689117953294659,6.09990331697159,2.255305073485564
4818,2015-06-18,2015,6,04-Thursday,03-Snack,879.1400000000003,161,2.585876807039598,4.203245338361619,1.5887602546270887
4818,2015-06-19,2015,6,05-Friday,03-Snack,1069.6799999999998,171,4.130008980381323,6.271012019894998,1.526032665201035
4818,2015-06-20,2015,6,06-Saturday,03-Snack,1244.1600000000003,179,3.6461694677871144,6.889376114081997,1.8898622742534985
4818,2015-06-21,2015,6,07-Sunday,03-Snack,1190.7500000000002,158,8.047772765246448,7.408492063492064,0.9334983037516853
4818,2015-06-22,2015,6,01-Monday,03-Snack,952.6700000000001,145,3.419228642257818,6.583193173150268,1.9245426189433932
4818,2015-06-23,2015,6,02-Tuesday,03-Snack,947.1400000000001,155,4.135238095238095,5.5083116883116885,1.4422057005522395
4818,2015-06-24,2015,6,03-Wednesday,03-Snack,942.7699999999996,166,3.127561688311688,5.820461038961037,1.8616974762593372
4818,2015-06-25,2015,6,04-Thursday,03-Snack,750.29,124,2.4017135135135135,6.216889189189189,2.581909395758149
4818,2015-06-26,2015,6,05-Friday,03-Snack,938.3000000000001,134,2.8066129032258065,7.068380376344087,2.54778617603701
4818,2015-06-27,2015,6,06-Saturday,03-Snack,1200.03,181,3.4398363697705796,5.034854925775979,1.6558781494286154
4818,2015-06-28,2015,6,07-Sunday,03-Snack,1218.7599999999998,178,3.405350765306123,6.86757525510204,2.0296100952704417
4818,2015-06-29,2015,6,01-Monday,03-Snack,797.8000000000002,145,2.967323059360732,5.5073125951293775,1.8946153438119953
4818,2015-06-30,2015,6,02-Tuesday,03-Snack,962.85,161,3.271363636363637,5.980708874458875,1.8446490300156777
4818,2015-07-01,2015,7,03-Wednesday,03-Snack,791.16,132,2.762347368421053,6.066042105263158,2.245598740640767
4818,2015-07-02,2015,7,04-Thursday,03-Snack,948.7,145,2.859009872241579,6.707631629887727,2.3334020216212057
4818,2015-07-03,2015,7,05-Friday,03-Snack,1439.7400000000002,213,3.3345894619251535,6.730134984174271,2.020117216263436
4818,2015-07-04,2015,7,06-Saturday,03-Snack,787.0599999999998,124,2.8541471931238247,6.469726027397258,2.2768211744400473
4818,2015-07-05,2015,7,07-Sunday,03-Snack,882.25,150,2.6435930735930744,5.9541666666666675,2.2601375493121902
4818,2015-07-06,2015,7,01-Monday,03-Snack,648.1700000000001,105,2.593610899390244,6.272073170731708,2.4253311237857647
4818,2015-07-07,2015,7,02-Tuesday,03-Snack,637.0100000000001,98,2.2761616161616165,6.584625420875421,2.899691324477126
4818,2015-07-08,2015,7,03-Wednesday,03-Snack,547.36,82,3.0558510638297873,6.722723404255319,2.2817220682317028
4818,2015-07-09,2015,7,04-Thursday,03-Snack,827.8099999999998,148,2.683939089079934,5.597577281873056,2.089598043795665
4818,2015-07-10,2015,7,05-Friday,03-Snack,851.19,144,2.2378159688412853,5.890855890944499,2.6435361267201287
4818,2015-07-11,2015,7,06-Saturday,03-Snack,1239.69,166,2.5186627906976753,7.491026162790698,2.981576966815046
4818,2015-07-12,2015,7,07-Sunday,03-Snack,1615.5200000000004,220,2.577897418478261,7.354673913043481,2.855998081560077
4818,2015-07-13,2015,7,01-Monday,03-Snack,586.98,110,3.0001664402173915,5.377010869565217,1.8002896564388433
4818,2015-07-14,2015,7,02-Tuesday,03-Snack,787.59,113,2.2892028061224488,7.068400829081632,3.0818034787057735
4818,2015-07-15,2015,7,03-Wednesday,03-Snack,862.3,125,2.514365384615385,6.9043205128205125,2.7865268295011587
