SEASONAL,SALES TYPE,BUSINESS_DATE,STORE_ID,YEAR,MONTH,DAYOFWEEK,DAY_PART,TICKET_NUM,SALES_AMOUNT,HOP_OUT_TIME,AVE_SALE_PER_ORDER,AVE_SALE_PER_SERVICE_MINUTE
Cold Season,Stall,2015-12-07 00:00:00,4818,2015,12,01-Monday,03-Snack,26,195.41999999999996,2.516538461538462,7.516153846153845,2.9867033470884907
Cold Season,Stall,2015-12-07 00:00:00,4818,2015,12,01-Monday,04-Dinner,57,618.0599999999998,4.0714035087719305,10.843157894736839,2.663248157883396
Cold Season,Stall,2015-12-07 00:00:00,4818,2015,12,01-Monday,05-Late Night Snack,17,237.03,3.509411764705882,13.942941176470589,3.973013744552465
Cold Season,Stall,2015-12-08 00:00:00,4818,2015,12,02-Tuesday,01-Breakfast,13,111.07999999999998,2.753076923076923,8.544615384615383,3.1036602402905835
Cold Season,Stall,2015-12-08 00:00:00,4818,2015,12,02-Tuesday,02-Lunch,59,397.71999999999997,2.947627118644068,6.741016949152542,2.2869300212753716
Cold Season,Stall,2015-12-08 00:00:00,4818,2015,12,02-Tuesday,03-Snack,21,119.45,3.0323809523809526,5.688095238095238,1.8757851758793969
Cold Season,Stall,2015-12-08 00:00:00,4818,2015,12,02-Tuesday,04-Dinner,38,378.36,3.351842105263158,9.956842105263158,2.97055821622046
Cold Season,Stall,2015-12-08 00:00:00,4818,2015,12,02-Tuesday,05-Late Night Snack,24,298.1900000000001,3.227916666666666,12.424583333333338,3.8491028785336283
Cold Season,Stall,2015-12-09 00:00:00,4818,2015,12,03-Wednesday,01-Breakfast,14,82.25999999999999,2.2235714285714288,5.8757142857142854,2.6424670735624796
Cold Season,Stall,2015-12-09 00:00:00,4818,2015,12,03-Wednesday,02-Lunch,81,635.0,2.0838271604938265,7.839506172839506,3.7620712127495715
Cold Season,Stall,2015-12-09 00:00:00,4818,2015,12,03-Wednesday,03-Snack,27,211.84000000000003,2.8092592592592585,7.845925925925927,2.7928806855636137
Cold Season,Stall,2015-12-09 00:00:00,4818,2015,12,03-Wednesday,04-Dinner,80,733.4899999999999,3.9432500000000013,9.168624999999999,2.3251442338172814
Cold Season,Stall,2015-12-09 00:00:00,4818,2015,12,03-Wednesday,05-Late Night Snack,18,143.55,3.6238888888888883,7.9750000000000005,2.2006745362563245
Cold Season,Stall,2015-12-10 00:00:00,4818,2015,12,04-Thursday,01-Breakfast,14,114.75000000000001,2.903571428571429,8.196428571428573,2.822878228782288
Cold Season,Stall,2015-12-10 00:00:00,4818,2015,12,04-Thursday,02-Lunch,67,556.2599999999998,2.5870149253731345,8.302388059701489,3.2092540241158467
Cold Season,Stall,2015-12-10 00:00:00,4818,2015,12,04-Thursday,03-Snack,27,210.62000000000003,2.4537037037037037,7.800740740740742,3.179169811320755
Cold Season,Stall,2015-12-10 00:00:00,4818,2015,12,04-Thursday,04-Dinner,38,376.85999999999996,3.9044736842105263,9.91736842105263,2.5400013479813977
Cold Season,Stall,2015-12-10 00:00:00,4818,2015,12,04-Thursday,05-Late Night Snack,20,159.07,3.6335000000000006,7.9535,2.188936287326269
Cold Season,Stall,2015-12-11 00:00:00,4818,2015,12,05-Friday,01-Breakfast,14,137.43,3.338571428571428,9.816428571428572,2.9403080872914
Cold Season,Stall,2015-12-11 00:00:00,4818,2015,12,05-Friday,02-Lunch,80,729.9100000000001,3.8969999999999994,9.123875000000002,2.341256094431615
Cold Season,Stall,2015-12-11 00:00:00,4818,2015,12,05-Friday,03-Snack,25,228.78999999999996,2.6944,9.151599999999998,3.3965261282660326
Cold Season,Stall,2015-12-11 00:00:00,4818,2015,12,05-Friday,04-Dinner,48,566.8799999999998,3.1206250000000004,11.809999999999995,3.7844982976166612
Cold Season,Stall,2015-12-11 00:00:00,4818,2015,12,05-Friday,05-Late Night Snack,36,421.49999999999994,3.977222222222222,11.708333333333332,2.943846905992457
Cold Season,Stall,2015-12-12 00:00:00,4818,2015,12,06-Saturday,01-Breakfast,18,122.22999999999999,4.2122222222222225,6.790555555555555,1.6121076233183853
Cold Season,Stall,2015-12-12 00:00:00,4818,2015,12,06-Saturday,02-Lunch,54,604.0099999999999,3.804074074074076,11.185370370370368,2.9403660792522612
Cold Season,Stall,2015-12-12 00:00:00,4818,2015,12,06-Saturday,03-Snack,14,118.13000000000001,2.9742857142857133,8.437857142857144,2.836935638808839
Cold Season,Stall,2015-12-12 00:00:00,4818,2015,12,06-Saturday,04-Dinner,35,419.90999999999997,4.901714285714287,11.997428571428571,2.4475985078106777
Cold Season,Stall,2015-12-12 00:00:00,4818,2015,12,06-Saturday,05-Late Night Snack,9,61.92,5.015555555555556,6.88,1.3717323881258305
Cold Season,Stall,2015-12-13 00:00:00,4818,2015,12,07-Sunday,01-Breakfast,12,124.84999999999998,3.129166666666667,10.404166666666665,3.3249001331557917
Cold Season,Stall,2015-12-13 00:00:00,4818,2015,12,07-Sunday,02-Lunch,50,481.99,2.9484000000000004,9.639800000000001,3.2695021028354363
Cold Season,Stall,2015-12-13 00:00:00,4818,2015,12,07-Sunday,03-Snack,33,276.9,3.642121212121212,8.39090909090909,2.303852233962892
Cold Season,Stall,2015-12-13 00:00:00,4818,2015,12,07-Sunday,04-Dinner,46,442.98999999999984,4.112608695652174,9.630217391304344,2.341632307854952
Cold Season,Stall,2015-12-13 00:00:00,4818,2015,12,07-Sunday,05-Late Night Snack,14,128.78,4.410714285714286,9.198571428571428,2.085506072874494
Cold Season,Stall,2015-12-14 00:00:00,4818,2015,12,01-Monday,01-Breakfast,13,128.35,3.3315384615384613,9.873076923076923,2.963518817824983
Cold Season,Stall,2015-12-14 00:00:00,4818,2015,12,01-Monday,02-Lunch,50,431.87,2.8197999999999994,8.6374,3.0631250443293854
Cold Season,Stall,2015-12-14 00:00:00,4818,2015,12,01-Monday,03-Snack,35,257.71,3.0048571428571433,7.363142857142857,2.450413616050204
Cold Season,Stall,2015-12-14 00:00:00,4818,2015,12,01-Monday,04-Dinner,54,474.98000000000036,3.769444444444445,8.795925925925932,2.3334807172684857
Cold Season,Stall,2015-12-14 00:00:00,4818,2015,12,01-Monday,05-Late Night Snack,14,151.99999999999997,4.7385714285714275,10.857142857142856,2.291227012360567
Cold Season,Stall,2015-12-15 00:00:00,4818,2015,12,02-Tuesday,01-Breakfast,1,9.89,1.28,9.89,7.7265625
Cold Season,Stall,2015-12-15 00:00:00,4818,2015,12,02-Tuesday,02-Lunch,17,159.01999999999998,3.190588235294118,9.354117647058823,2.931784660766961
Cold Season,Stall,2015-12-15 00:00:00,4818,2015,12,02-Tuesday,03-Snack,11,121.91000000000001,3.6281818181818184,11.082727272727274,3.054622901528439
Cold Season,Stall,2015-12-15 00:00:00,4818,2015,12,02-Tuesday,04-Dinner,16,177.94,5.2974999999999985,11.12125,2.099339310995753
Cold Season,Stall,2015-12-15 00:00:00,4818,2015,12,02-Tuesday,05-Late Night Snack,3,34.81,5.400000000000001,11.603333333333333,2.148765432098765
Cold Season,Stall,2015-12-16 00:00:00,4818,2015,12,03-Wednesday,01-Breakfast,10,90.00999999999999,2.414,9.001,3.728666114333057
Cold Season,Stall,2015-12-16 00:00:00,4818,2015,12,03-Wednesday,02-Lunch,39,288.8400000000001,2.5038461538461534,7.406153846153848,2.9579109062980042
Cold Season,Stall,2015-12-16 00:00:00,4818,2015,12,03-Wednesday,03-Snack,8,96.29,3.78,12.03625,3.184193121693122
Cold Season,Stall,2015-12-16 00:00:00,4818,2015,12,03-Wednesday,04-Dinner,25,203.74999999999997,2.6968,8.149999999999999,3.0221002669830903
Cold Season,Stall,2015-12-16 00:00:00,4818,2015,12,03-Wednesday,05-Late Night Snack,7,73.38,2.6799999999999997,10.482857142857142,3.9115138592750536
Cold Season,Stall,2015-12-17 00:00:00,4818,2015,12,04-Thursday,01-Breakfast,12,63.38,2.4416666666666664,5.281666666666667,2.1631399317406146
Cold Season,Stall,2015-12-17 00:00:00,4818,2015,12,04-Thursday,02-Lunch,42,299.14000000000004,3.6516666666666655,7.122380952380953,1.950446632327053
Cold Season,Stall,2015-12-17 00:00:00,4818,2015,12,04-Thursday,03-Snack,31,275.98,4.024516129032259,8.90258064516129,2.212087207438281
Cold Season,Stall,2015-12-17 00:00:00,4818,2015,12,04-Thursday,04-Dinner,40,385.3799999999999,3.28925,9.634499999999997,2.9290871779280985
Cold Season,Stall,2015-12-17 00:00:00,4818,2015,12,04-Thursday,05-Late Night Snack,18,215.41999999999996,4.924444444444444,11.967777777777776,2.4302797833935017
Cold Season,Stall,2015-12-18 00:00:00,4818,2015,12,05-Friday,01-Breakfast,13,104.32999999999998,3.01,8.025384615384613,2.6662407360081772
Cold Season,Stall,2015-12-18 00:00:00,4818,2015,12,05-Friday,02-Lunch,78,747.6299999999999,3.613589743589743,9.584999999999999,2.652487050308664
Cold Season,Stall,2015-12-18 00:00:00,4818,2015,12,05-Friday,03-Snack,26,234.07000000000002,3.3669230769230776,9.002692307692309,2.6738633767420605
Cold Season,Stall,2015-12-18 00:00:00,4818,2015,12,05-Friday,04-Dinner,58,728.13,5.320172413793104,12.553965517241378,2.359691480053148
Cold Season,Stall,2015-12-18 00:00:00,4818,2015,12,05-Friday,05-Late Night Snack,21,201.42,4.453333333333332,9.59142857142857,2.153763900769889
Cold Season,Stall,2015-12-19 00:00:00,4818,2015,12,06-Saturday,01-Breakfast,17,159.33,4.785882352941177,9.372352941176471,1.9583333333333335
Cold Season,Stall,2015-12-19 00:00:00,4818,2015,12,06-Saturday,02-Lunch,97,880.24,5.082680412371135,9.074639175257731,1.785404243235568
Cold Season,Stall,2015-12-19 00:00:00,4818,2015,12,06-Saturday,03-Snack,61,512.2300000000002,4.012459016393443,8.397213114754102,2.092784768753065
Cold Season,Stall,2015-12-19 00:00:00,4818,2015,12,06-Saturday,04-Dinner,40,406.94000000000005,4.5445,10.1735,2.238640114424029
Cold Season,Stall,2015-12-19 00:00:00,4818,2015,12,06-Saturday,05-Late Night Snack,37,475.3,6.202972972972973,12.845945945945946,2.0709337283778484
Cold Season,Stall,2015-12-20 00:00:00,4818,2015,12,07-Sunday,01-Breakfast,24,230.55,4.266666666666667,9.606250000000001,2.2514648437500004
Cold Season,Stall,2015-12-20 00:00:00,4818,2015,12,07-Sunday,02-Lunch,66,690.7799999999999,3.276060606060606,10.466363636363635,3.194801590972158
Cold Season,Stall,2015-12-20 00:00:00,4818,2015,12,07-Sunday,03-Snack,38,322.40000000000003,3.459736842105263,8.48421052631579,2.452270479957405
Cold Season,Stall,2015-12-20 00:00:00,4818,2015,12,07-Sunday,04-Dinner,32,376.27999999999986,4.310937500000001,11.758749999999996,2.7276549474447243
Cold Season,Stall,2015-12-20 00:00:00,4818,2015,12,07-Sunday,05-Late Night Snack,17,250.53999999999994,5.141176470588236,14.737647058823526,2.8665903890160176
Cold Season,Stall,2015-12-21 00:00:00,4818,2015,12,01-Monday,01-Breakfast,14,97.30999999999997,2.3978571428571436,6.950714285714284,2.8987190944295484
Cold Season,Stall,2015-12-21 00:00:00,4818,2015,12,01-Monday,02-Lunch,61,432.4400000000001,3.033934426229507,7.0891803278688545,2.3366293834765237
Cold Season,Stall,2015-12-21 00:00:00,4818,2015,12,01-Monday,03-Snack,28,260.83,3.958571428571428,9.315357142857142,2.353211836881992
Cold Season,Stall,2015-12-22 00:00:00,4818,2015,12,02-Tuesday,01-Breakfast,11,89.42,2.77,8.129090909090909,2.9346898588775843
Cold Season,Stall,2015-12-22 00:00:00,4818,2015,12,02-Tuesday,02-Lunch,75,635.16,3.651866666666668,8.4688,2.3190331885063338
Cold Season,Stall,2015-12-22 00:00:00,4818,2015,12,02-Tuesday,03-Snack,27,234.16,3.233703703703704,8.672592592592592,2.6819379223456643
Cold Season,Stall,2015-12-22 00:00:00,4818,2015,12,02-Tuesday,04-Dinner,42,524.8000000000001,3.5314285714285725,12.495238095238097,3.538295577130528
Cold Season,Stall,2015-12-22 00:00:00,4818,2015,12,02-Tuesday,05-Late Night Snack,15,175.8,3.6099999999999994,11.72,3.246537396121884
Cold Season,Stall,2015-12-23 00:00:00,4818,2015,12,03-Wednesday,01-Breakfast,10,68.56,3.9229999999999996,6.856,1.7476421106296203
Cold Season,Stall,2015-12-23 00:00:00,4818,2015,12,03-Wednesday,02-Lunch,95,804.6899999999998,3.9070526315789462,8.470421052631577,2.1679823261578255
Cold Season,Stall,2015-12-23 00:00:00,4818,2015,12,03-Wednesday,03-Snack,29,211.29999999999998,4.088620689655172,7.2862068965517235,1.7820696634899216
Cold Season,Stall,2015-12-23 00:00:00,4818,2015,12,03-Wednesday,04-Dinner,59,624.9699999999999,3.750338983050849,10.592711864406779,2.8244678447146008
Cold Season,Stall,2015-12-23 00:00:00,4818,2015,12,03-Wednesday,05-Late Night Snack,30,341.85999999999996,4.937333333333333,11.395333333333332,2.3079935187685656
Cold Season,Stall,2015-12-24 00:00:00,4818,2015,12,04-Thursday,01-Breakfast,21,215.10000000000002,3.9728571428571424,10.242857142857144,2.578209277238404
Cold Season,Stall,2015-12-24 00:00:00,4818,2015,12,04-Thursday,02-Lunch,79,806.2200000000001,4.080126582278481,10.205316455696204,2.501225452176341
Cold Season,Stall,2015-12-24 00:00:00,4818,2015,12,04-Thursday,03-Snack,31,345.70000000000005,3.8770967741935487,11.151612903225807,2.8762792245611113
Cold Season,Stall,2015-12-24 00:00:00,4818,2015,12,04-Thursday,04-Dinner,39,483.11000000000007,6.410000000000002,12.3874358974359,1.9325173006920275
Cold Season,Stall,2015-12-26 00:00:00,4818,2015,12,06-Saturday,01-Breakfast,9,61.650000000000006,2.431111111111111,6.8500000000000005,2.81764168190128
Cold Season,Stall,2015-12-26 00:00:00,4818,2015,12,06-Saturday,02-Lunch,44,432.6700000000002,3.36,9.833409090909095,2.92660984848485
Cold Season,Stall,2015-12-26 00:00:00,4818,2015,12,06-Saturday,03-Snack,32,362.30000000000007,4.64,11.321875000000002,2.44005926724138
Cold Season,Stall,2015-12-26 00:00:00,4818,2015,12,06-Saturday,04-Dinner,31,376.86,3.5793548387096767,12.156774193548388,3.3963590483056967
Cold Season,Stall,2015-12-26 00:00:00,4818,2015,12,06-Saturday,05-Late Night Snack,6,40.37,2.566666666666667,6.728333333333333,2.621428571428571
Cold Season,Stall,2015-12-27 00:00:00,4818,2015,12,07-Sunday,01-Breakfast,14,141.9,4.743571428571428,10.135714285714286,2.1367263966270142
Cold Season,Stall,2015-12-27 00:00:00,4818,2015,12,07-Sunday,02-Lunch,37,307.54999999999995,2.8062162162162165,8.312162162162162,2.9620533564480396
Cold Season,Stall,2015-12-27 00:00:00,4818,2015,12,07-Sunday,03-Snack,27,264.15,4.09,9.783333333333333,2.3920130399348003
Cold Season,Stall,2015-12-27 00:00:00,4818,2015,12,07-Sunday,04-Dinner,44,499.67999999999995,3.5118181818181813,11.356363636363636,3.233756148071447
Cold Season,Stall,2015-12-27 00:00:00,4818,2015,12,07-Sunday,05-Late Night Snack,7,103.00999999999999,4.950000000000001,14.715714285714284,2.972871572871572
Cold Season,Stall,2015-12-28 00:00:00,4818,2015,12,01-Monday,01-Breakfast,5,50.41,2.6979999999999995,10.081999999999999,3.7368421052631584
Cold Season,Stall,2015-12-28 00:00:00,4818,2015,12,01-Monday,02-Lunch,49,485.1,3.353469387755102,9.9,2.9521665043816947
Cold Season,Stall,2015-12-28 00:00:00,4818,2015,12,01-Monday,03-Snack,22,209.73,2.359090909090909,9.533181818181818,4.041040462427746
Cold Season,Stall,2015-12-28 00:00:00,4818,2015,12,01-Monday,04-Dinner,31,333.48,3.6903225806451614,10.75741935483871,2.915034965034965
Cold Season,Stall,2015-12-28 00:00:00,4818,2015,12,01-Monday,05-Late Night Snack,14,135.79999999999998,3.96,9.7,2.4494949494949494
Cold Season,Stall,2015-12-29 00:00:00,4818,2015,12,02-Tuesday,01-Breakfast,5,50.97,2.494,10.193999999999999,4.087409783480352
Cold Season,Stall,2015-12-29 00:00:00,4818,2015,12,02-Tuesday,02-Lunch,60,471.0199999999999,2.5196666666666667,7.8503333333333325,3.115623759756581
Cold Season,Stall,2015-12-29 00:00:00,4818,2015,12,02-Tuesday,03-Snack,21,159.34,2.2133333333333334,7.5876190476190475,3.428141135972461
Cold Season,Stall,2015-12-29 00:00:00,4818,2015,12,02-Tuesday,04-Dinner,25,283.4199999999999,3.7152000000000003,11.336799999999997,3.051464254952626
Cold Season,Stall,2015-12-29 00:00:00,4818,2015,12,02-Tuesday,05-Late Night Snack,8,110.07,2.63125,13.75875,5.228978622327791
Cold Season,Stall,2015-12-30 00:00:00,4818,2015,12,03-Wednesday,01-Breakfast,14,123.37000000000002,3.4278571428571425,8.812142857142858,2.5707439049802048
Cold Season,Stall,2015-12-30 00:00:00,4818,2015,12,03-Wednesday,02-Lunch,61,538.9600000000002,3.5467213114754093,8.835409836065576,2.4911486018026356
Cold Season,Stall,2015-12-30 00:00:00,4818,2015,12,03-Wednesday,03-Snack,28,158.23,2.9864285714285717,5.651071428571428,1.892250657737383
Cold Season,Stall,2015-12-30 00:00:00,4818,2015,12,03-Wednesday,04-Dinner,40,334.57,3.517000000000001,8.36425,2.378234290588569
Cold Season,Stall,2015-12-30 00:00:00,4818,2015,12,03-Wednesday,05-Late Night Snack,17,173.73000000000002,3.191176470588236,10.219411764705884,3.202396313364055
Cold Season,Stall,2015-12-31 00:00:00,4818,2015,12,04-Thursday,01-Breakfast,10,73.17999999999999,3.0,7.318,2.4393333333333334
Cold Season,Stall,2015-12-31 00:00:00,4818,2015,12,04-Thursday,02-Lunch,63,643.06,3.41111111111111,10.207301587301586,2.992368543508609
Cold Season,Stall,2015-12-31 00:00:00,4818,2015,12,04-Thursday,03-Snack,32,269.63000000000005,4.540000000000001,8.425937500000002,1.8559333700440528
Cold Season,Stall,2015-12-31 00:00:00,4818,2015,12,04-Thursday,04-Dinner,35,299.55999999999995,3.334000000000001,8.558857142857141,2.5671437141143185
Cold Season,Stall,2015-12-31 00:00:00,4818,2015,12,04-Thursday,05-Late Night Snack,6,79.29,5.578333333333333,13.215000000000002,2.3689871526740367
Cold Season,Stall,2016-01-01 00:00:00,4818,2016,1,05-Friday,01-Breakfast,6,60.75,3.6199999999999997,10.125,2.796961325966851
Cold Season,Stall,2016-01-01 00:00:00,4818,2016,1,05-Friday,02-Lunch,45,475.84,3.4577777777777783,10.574222222222222,3.0580976863753206
Cold Season,Stall,2016-01-01 00:00:00,4818,2016,1,05-Friday,03-Snack,33,287.85,4.303939393939395,8.722727272727273,2.0266845032739558
Cold Season,Stall,2016-01-01 00:00:00,4818,2016,1,05-Friday,04-Dinner,46,553.9499999999999,3.6076086956521745,12.042391304347825,3.3380536306116295
Cold Season,Stall,2016-01-01 00:00:00,4818,2016,1,05-Friday,05-Late Night Snack,15,180.12,4.060666666666667,12.008000000000001,2.957149893285175
Cold Season,Stall,2016-01-02 00:00:00,4818,2016,1,06-Saturday,01-Breakfast,8,102.61,2.9325,12.82625,4.3738277919863595
Cold Season,Stall,2016-01-02 00:00:00,4818,2016,1,06-Saturday,02-Lunch,73,655.2200000000003,2.742739726027397,8.975616438356168,3.2725002497253035
Cold Season,Stall,2016-01-02 00:00:00,4818,2016,1,06-Saturday,03-Snack,46,400.64999999999986,2.6365217391304347,8.70978260869565,3.303512532981529
Cold Season,Stall,2016-01-02 00:00:00,4818,2016,1,06-Saturday,04-Dinner,51,634.52,3.9270588235294124,12.44156862745098,3.1681645696025558
Cold Season,Stall,2016-01-02 00:00:00,4818,2016,1,06-Saturday,05-Late Night Snack,37,399.9200000000001,5.0654054054054045,10.808648648648651,2.1338170952939928
Cold Season,Stall,2016-01-03 00:00:00,4818,2016,1,07-Sunday,01-Breakfast,12,136.57,2.9758333333333336,11.380833333333333,3.8244189302716323
Cold Season,Stall,2016-01-03 00:00:00,4818,2016,1,07-Sunday,02-Lunch,66,663.65,2.6471212121212133,10.05530303030303,3.7985805048365844
Cold Season,Stall,2016-01-03 00:00:00,4818,2016,1,07-Sunday,03-Snack,27,181.61,2.227037037037037,6.726296296296296,3.020289373025112
Cold Season,Stall,2016-01-03 00:00:00,4818,2016,1,07-Sunday,04-Dinner,40,454.14000000000016,3.944249999999999,11.353500000000004,2.878494010268114
Cold Season,Stall,2016-01-03 00:00:00,4818,2016,1,07-Sunday,05-Late Night Snack,17,148.45000000000002,3.683529411764706,8.732352941176472,2.370648355158097
Cold Season,Stall,2016-01-04 00:00:00,4818,2016,1,01-Monday,01-Breakfast,13,102.75000000000001,2.032307692307693,7.903846153846155,3.8890991672975015
Cold Season,Stall,2016-01-04 00:00:00,4818,2016,1,01-Monday,02-Lunch,67,572.11,3.0907462686567158,8.538955223880597,2.7627486961560757
Cold Season,Stall,2016-01-04 00:00:00,4818,2016,1,01-Monday,03-Snack,32,243.16000000000003,3.0234375000000004,7.598750000000001,2.5132816537467697
Cold Season,Stall,2016-01-04 00:00:00,4818,2016,1,01-Monday,04-Dinner,63,617.9399999999998,3.186349206349207,9.808571428571426,3.0783102520673493
Cold Season,Stall,2016-01-04 00:00:00,4818,2016,1,01-Monday,05-Late Night Snack,21,209.15,2.6966666666666668,9.95952380952381,3.69327211725234
Cold Season,Stall,2016-01-05 00:00:00,4818,2016,1,02-Tuesday,01-Breakfast,4,52.11,3.2624999999999997,13.0275,3.9931034482758623
Cold Season,Stall,2016-01-05 00:00:00,4818,2016,1,02-Tuesday,02-Lunch,52,444.66,2.821923076923077,8.551153846153847,3.0302575984734905
Cold Season,Stall,2016-01-05 00:00:00,4818,2016,1,02-Tuesday,03-Snack,38,274.77,2.787894736842106,7.23078947368421,2.593637908249952
Cold Season,Stall,2016-01-05 00:00:00,4818,2016,1,02-Tuesday,04-Dinner,56,511.82,3.183392857142857,9.139642857142857,2.8710383126717898
Cold Season,Stall,2016-01-05 00:00:00,4818,2016,1,02-Tuesday,05-Late Night Snack,11,112.61,3.997272727272727,10.237272727272726,2.561064362065044
Cold Season,Stall,2016-01-06 00:00:00,4818,2016,1,03-Wednesday,01-Breakfast,8,69.62,4.58875,8.7025,1.8964859711250341
Cold Season,Stall,2016-01-06 00:00:00,4818,2016,1,03-Wednesday,02-Lunch,70,597.31,3.8107142857142864,8.533,2.2392127460168694
Cold Season,Stall,2016-01-06 00:00:00,4818,2016,1,03-Wednesday,03-Snack,37,332.48999999999995,3.4543243243243245,8.986216216216215,2.6014396369611137
Cold Season,Stall,2016-01-06 00:00:00,4818,2016,1,03-Wednesday,04-Dinner,38,348.4000000000001,2.6381578947368425,9.168421052631581,3.475311720698255
Cold Season,Stall,2016-01-06 00:00:00,4818,2016,1,03-Wednesday,05-Late Night Snack,17,145.60000000000002,3.997647058823529,8.564705882352943,2.1424367274867575
Cold Season,Stall,2016-01-07 00:00:00,4818,2016,1,04-Thursday,01-Breakfast,15,113.18,3.3040000000000003,7.545333333333334,2.2836965294592413
Cold Season,Stall,2016-01-07 00:00:00,4818,2016,1,04-Thursday,02-Lunch,38,369.5899999999999,2.956052631578947,9.726052631578945,3.290216326893973
Cold Season,Stall,2016-01-07 00:00:00,4818,2016,1,04-Thursday,03-Snack,25,196.10000000000005,3.1275999999999997,7.844000000000002,2.5079933495331894
Cold Season,Stall,2016-01-07 00:00:00,4818,2016,1,04-Thursday,04-Dinner,27,289.84000000000003,3.2148148148148152,10.734814814814817,3.3391705069124424
Cold Season,Stall,2016-01-07 00:00:00,4818,2016,1,04-Thursday,05-Late Night Snack,14,142.32999999999998,3.7471428571428578,10.16642857142857,2.71311475409836
Cold Season,Stall,2016-01-08 00:00:00,4818,2016,1,05-Friday,01-Breakfast,7,47.400000000000006,3.27,6.771428571428572,2.0707732634338143
Cold Season,Stall,2016-01-08 00:00:00,4818,2016,1,05-Friday,02-Lunch,30,310.33000000000004,3.021333333333333,10.344333333333335,3.4237643424536635
Cold Season,Stall,2016-01-08 00:00:00,4818,2016,1,05-Friday,03-Snack,18,186.39000000000001,3.388888888888889,10.355,3.0555737704918036
Cold Season,Stall,2016-01-08 00:00:00,4818,2016,1,05-Friday,04-Dinner,26,256.51000000000005,4.112692307692308,9.865769230769233,2.3988590666791363
Cold Season,Stall,2016-01-08 00:00:00,4818,2016,1,05-Friday,05-Late Night Snack,15,178.17,3.706666666666666,11.877999999999998,3.2044964028776977
Cold Season,Stall,2016-01-09 00:00:00,4818,2016,1,06-Saturday,01-Breakfast,13,115.86000000000001,3.4992307692307687,8.912307692307694,2.5469333919542767
Cold Season,Stall,2016-01-09 00:00:00,4818,2016,1,06-Saturday,02-Lunch,71,584.0000000000001,2.799295774647888,8.225352112676058,2.9383647798742136
Cold Season,Stall,2016-01-09 00:00:00,4818,2016,1,06-Saturday,03-Snack,23,211.32000000000002,3.1182608695652165,9.187826086956523,2.9464584495259354
Cold Season,Stall,2016-01-09 00:00:00,4818,2016,1,06-Saturday,04-Dinner,35,453.00999999999993,3.924285714285715,12.943142857142854,3.298216235893701
Cold Season,Stall,2016-01-09 00:00:00,4818,2016,1,06-Saturday,05-Late Night Snack,18,211.51000000000002,3.153888888888889,11.750555555555557,3.7257354236392466
Cold Season,Stall,2016-01-10 00:00:00,4818,2016,1,07-Sunday,01-Breakfast,5,42.489999999999995,2.368,8.498,3.5886824324324325
Cold Season,Stall,2016-01-10 00:00:00,4818,2016,1,07-Sunday,02-Lunch,66,657.59,3.208181818181817,9.96348484848485,3.1056484367620683
Cold Season,Stall,2016-01-10 00:00:00,4818,2016,1,07-Sunday,03-Snack,30,291.9600000000001,2.793333333333334,9.732000000000003,3.48400954653938
Cold Season,Stall,2016-01-10 00:00:00,4818,2016,1,07-Sunday,04-Dinner,35,363.5800000000001,5.844857142857143,10.388000000000003,1.777288947548517
Cold Season,Stall,2016-01-10 00:00:00,4818,2016,1,07-Sunday,05-Late Night Snack,6,91.84,4.771666666666666,15.306666666666667,3.207823960880196
Cold Season,Stall,2016-01-11 00:00:00,4818,2016,1,01-Monday,01-Breakfast,6,43.25,2.046666666666667,7.208333333333333,3.5219869706840385
Cold Season,Stall,2016-01-11 00:00:00,4818,2016,1,01-Monday,02-Lunch,61,485.1899999999998,2.8419672131147533,7.953934426229505,2.7987425011536686
Cold Season,Stall,2016-01-11 00:00:00,4818,2016,1,01-Monday,03-Snack,28,203.44,2.9875000000000007,7.265714285714286,2.4320382546323964
Cold Season,Stall,2016-01-11 00:00:00,4818,2016,1,01-Monday,04-Dinner,25,251.02999999999997,3.222,10.041199999999998,3.1164494103041585
Cold Season,Stall,2016-01-11 00:00:00,4818,2016,1,01-Monday,05-Late Night Snack,18,225.12,8.222222222222221,12.506666666666668,1.5210810810810813
Cold Season,Stall,2016-01-12 00:00:00,4818,2016,1,02-Tuesday,01-Breakfast,12,114.74999999999999,3.2775000000000003,9.562499999999998,2.9176201372997705
Cold Season,Stall,2016-01-12 00:00:00,4818,2016,1,02-Tuesday,02-Lunch,57,457.92,2.924736842105264,8.033684210526316,2.7468058304840732
Cold Season,Stall,2016-01-12 00:00:00,4818,2016,1,02-Tuesday,03-Snack,25,159.82999999999996,3.261599999999999,6.393199999999998,1.9601422614667647
Cold Season,Stall,2016-01-12 00:00:00,4818,2016,1,02-Tuesday,04-Dinner,37,354.76,3.328648648648648,9.588108108108107,2.880480675544008
Cold Season,Stall,2016-01-12 00:00:00,4818,2016,1,02-Tuesday,05-Late Night Snack,11,109.21000000000001,3.7927272727272725,9.92818181818182,2.617689357622244
Cold Season,Stall,2016-01-13 00:00:00,4818,2016,1,03-Wednesday,01-Breakfast,12,103.68,4.025833333333334,8.64,2.146139515628234
Cold Season,Stall,2016-01-13 00:00:00,4818,2016,1,03-Wednesday,02-Lunch,67,567.5499999999998,3.332388059701492,8.470895522388057,2.5419895194159534
